qml_fajl	felirat	kategoria	indok	hivatalos_kulcs	hivatalos_en
PicasaPy/FaceScanDialog.qml	Group Faces	sajat-funkcio	Az arckeresés-indító ablak (#1473) maga saját funkció: a fájl fejléckommentje kimondja, hogy 'Az EREDETI Picasában az arckeresésnek nem volt indítsd-el menüpontja: a BgFaceDetectThread háttérszál alapból BE volt kapcsolva... Nálunk ilyen háttérszál MA NINCS', ezért ez az egész ablak (kereséssel, modell-letöltéssel, csoportosítással) a mi hozzáadásunk.		
PicasaPy/FaceScanDialog.qml	Grouping cancelled. The groups made so far are kept.	sajat-funkcio	Az arckeresés-indító ablak (#1473) maga saját funkció: a fájl fejléckommentje kimondja, hogy 'Az EREDETI Picasában az arckeresésnek nem volt indítsd-el menüpontja: a BgFaceDetectThread háttérszál alapból BE volt kapcsolva... Nálunk ilyen háttérszál MA NINCS', ezért ez az egész ablak (kereséssel, modell-letöltéssel, csoportosítással) a mi hozzáadásunk.		
PicasaPy/FaceScanDialog.qml	Grouping...	sajat-funkcio	Az arckeresés-indító ablak (#1473) maga saját funkció: a fájl fejléckommentje kimondja, hogy 'Az EREDETI Picasában az arckeresésnek nem volt indítsd-el menüpontja: a BgFaceDetectThread háttérszál alapból BE volt kapcsolva... Nálunk ilyen háttérszál MA NINCS', ezért ez az egész ablak (kereséssel, modell-letöltéssel, csoportosítással) a mi hozzáadásunk.		
PicasaPy/FaceScanDialog.qml	PicasaPy goes through the pictures of your library and looks 	sajat-funkcio	Az arckeresés-indító ablak (#1473) maga saját funkció: a fájl fejléckommentje kimondja, hogy 'Az EREDETI Picasában az arckeresésnek nem volt indítsd-el menüpontja: a BgFaceDetectThread háttérszál alapból BE volt kapcsolva... Nálunk ilyen háttérszál MA NINCS', ezért ez az egész ablak (kereséssel, modell-letöltéssel, csoportosítással) a mi hozzáadásunk.		
PicasaPy/FaceScanDialog.qml	Search cancelled. The faces found so far are kept.	sajat-funkcio	Az arckeresés-indító ablak (#1473) maga saját funkció: a fájl fejléckommentje kimondja, hogy 'Az EREDETI Picasában az arckeresésnek nem volt indítsd-el menüpontja: a BgFaceDetectThread háttérszál alapból BE volt kapcsolva... Nálunk ilyen háttérszál MA NINCS', ezért ez az egész ablak (kereséssel, modell-letöltéssel, csoportosítással) a mi hozzáadásunk.		
PicasaPy/FaceScanDialog.qml	Searching...	sajat-funkcio	Az arckeresés-indító ablak (#1473) maga saját funkció: a fájl fejléckommentje kimondja, hogy 'Az EREDETI Picasában az arckeresésnek nem volt indítsd-el menüpontja: a BgFaceDetectThread háttérszál alapból BE volt kapcsolva... Nálunk ilyen háttérszál MA NINCS', ezért ez az egész ablak (kereséssel, modell-letöltéssel, csoportosítással) a mi hozzáadásunk.		
PicasaPy/FacesOverlay.qml	Drag a rectangle over the face you want to add, then 	elteres	"Ugyanaz a helyzet (kézi arc-hozzáadás útmutatója), nálunk lényegesen rövidebb, összevont szöveg. Hivatalos magyar: „Utasítások:\n\n1) A négyszöget alakítsa úgy, hogy illeszkedjen a hozzáadni kívánt személy arcához.\n\nHúzással a megfelelő helyre helyezheti a négyszöget, oldalainak mozgatásával pedig pontosíthatja az alakját.\n\n2) Kattintson a négyszög alatt látható ""Név hozzáadása"" feliratra, és írja be a személy nevét.\n\n(Ne feledje, hogy a befejezéshez le kell nyomnia az Enter billentyűt, vagy az egyik automatikusan kiegészített névre kell kattintania.)” — nálunk: „Húzzon négyszöget a hozzáadni kívánt arc fölé, majd az oldalaival pontosítsa az alakját. Kattintson a négyszög alatti „Név hozzáadása"" feliratra, és írja be a személy nevét.”."	manual_add::instructions	"Instructions:\n\n1) Manipulate the rectangle to fit the face of the person you want to add.\n\nYou can drag the rectangle to position it, and move its sides to refine the shape.\n\n2) Click on \""Add a name\"" under the rectangle and type in the person's name.\n\n(Be sure to either press Enter or click on an autocompleted name to indicate that you are done)"
PicasaPy/FileOpsDialogs.qml	File operation failed	segedszoveg	Saját, általános állapotjelző cím a háttérben futó fájlművelet sikertelenségére; nincs megfelelője a forrásokban.		
PicasaPy/FileOpsDialogs.qml	File operation finished	segedszoveg	Saját, általános állapotjelző cím a háttérben futó fájlművelet befejezésére; nincs megfelelője a forrásokban.		
PicasaPy/FileOpsDialogs.qml	Image resolution	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („Képfelbontás”, Átnevezés párbeszéd).	rename/size.title	
PicasaPy/FileOpsDialogs.qml	Include in filename:	elteres	Ugyanaz a csoportcímke az Átnevezés párbeszédben. Hivatalos: „Befoglalás a fájlnévbe:” → nálunk: „A fájlnévben szerepeljen:”.	rename/labelgroup8.title	Include in filename:
PicasaPy/FileOpsDialogs.qml	Move to Folder...	mero-vakfolt	A mi magyarunk („Áthelyezés új mappába…”) a hivatalossal egyezik (csak …/...); az angol forrásunk rövidebb („Move to Folder...”), de a magyar felületen nem látszik.	IDS_MOVE_TO_NEW_FOLDER	Move to New Folder...
PicasaPy/FileOpsDialogs.qml	Please enter a new name for these files:	elteres	Ugyanaz a felirat az Átnevezés párbeszédben. Hivatalos: „Kérjük, adjon új nevet ezeknek a fájloknak:” → nálunk: „Adjon új nevet ezeknek a fájloknak:”.	rename/label5.title	Please enter a new name for these files:
PicasaPy/FileOpsDialogs.qml	This file cannot be moved to the Trash and will be deleted immediately. This cannot be undone.	elteres	Ugyanaz a megerősítés; nálunk más a szóhasználat és nincs záró kérdés. Hivatalos: „A fájl nem helyezhető át a Kukába, a program azonnal törölni fogja. Biztosan folytatja a műveletet?” → nálunk: „Ez a fájl nem helyezhető át a Lomtárba, ezért azonnal, véglegesen törlődik. Ez nem vonható vissza.”	CThumbUI::ConfirmImmediateDeletion::Message	This file cannot be moved to the Trash and will be deleted immediately. Are you sure you want to continue?
PicasaPy/FolderContextMenu.qml	&Manual order	bizonytalan	A helyzet azonossága kérdéses: a CSelectionNode::SortPrior („Rendezés prioritás szerint”) a mért forrás szerint rendezési ÁLLAPOTSZÖVEG, nem menütétel, és a mért Mappa ▸ Rendezés almenüben nincs kézi/prioritás tétel; a kódkomment menütételnek mondja, ezt nem igazolja semmi.	CSelectionNode::SortPrior	Sorting by priority
PicasaPy/FolderManagerDialog.qml	Choose which folders PicasaPy watches. New and changed 	segedszoveg	Sajat magyarazo szoveg a Mappakezelo dialogus tetejen; nincs talalhato eredeti megfelelo szoveg.		
PicasaPy/FolderManagerDialog.qml	Folder Manager — Help	segedszoveg	A Mappakezelohoz tartozo KULON sugo-ablak cime - sajat 'sugo-/magyarazo szovegunk', az eredetiben nincs bizonyitottan kulon sugo-ablak erre.		
PicasaPy/FolderManagerDialog.qml	If you remove this folder, new items that you add to 	elteres	Ugyanaz a megerősítés (figyelt mappa eltávolítása), az angol is eltér („this folder”, „to your library”). Hivatalos magyar: „Ha egy figyelt mappát eltávolít, a lemezen oda mentett új fájlokat a Picasa nem veszi fel automatikusan. Biztosan ezt szeretné?” — nálunk: „Ha eltávolítja ezt a mappát, a lemezen később bele tett új képek nem kerülnek automatikusan a könyvtárba.”.	IDS_HOTFOLDER_CONFIRM	If you remove a watched folder, new items that you add to that folder on disk will not be automatically added to Picasa. Are you sure you want to do this?
PicasaPy/FolderManagerDialog.qml	Scan Always keeps watching the folder: pictures you add 	segedszoveg	A fenti sugo-ablak tartalma (Scan Always / Scan Once / Remove modok magyarazata) - sajat magyarazo szoveg.		
PicasaPy/FolderManagerDialog.qml	Watching an entire drive can slow down the system. 	elteres	CSAK-FORDÍTÁS: az angol forrás tartalmilag azonos (csak tördelés/záró kérdés különbözik), de a magyar fordításunk eltér. Hivatalos magyar: „Egy teljes meghajtó figyelése lelassíthatja a rendszert. Jobb lenne több almappát kiválasztani. Biztosan ezt kívánja tenni?” — nálunk: „Egy teljes meghajtó figyelése lelassíthatja a rendszert. Érdemesebb néhány almappát kiválasztani.”.	IDS_ROOT_WATCH_WARNING	Watching an entire drive can slow down the system. It would be better to select several sub-folders. Are you sure you want to do this?
PicasaPy/FolderPane.qml	Currently unavailable — the folder stays in the database, thumbnails come from the cache.	segedszoveg	Ugyanaz a helyzet, mint a Main.qml megfelelo sorae (mappaelerhetetlenseg magyarazata); nincs talalhato eredeti megfelelo.		
PicasaPy/FolderPane.qml	Folders on Disk	segedszoveg	A ui-lefedettseg.md spec kifejezetten kizarja: 0,97-es hasonlosaggal illeszkedik a CAcquireUI::folderondisk EGYES szamu 'Folder on Disk' feliratara, ami az eredetiben a gyujtemeny alapertelmezett NEVE, nem panel-cimsor - mas szerepu par, nem bizonyithato eltereres.		
PicasaPy/FolderPropertiesDialog.qml	Automatic date	mero-vakfolt	A magyar szövegünk betűre egyezik az album/autodate.title hivatalos magyarjával.	album/autodate.title	
PicasaPy/FolderPropertiesDialog.qml	Description (optional):	elteres	Ugyanaz a mező; angol hivatalos szöveg nincs. Hivatalos magyar: „Leírás (opcionális):” — nálunk: „Leírás (nem kötelező):”.	album/labelgroup16.title	
PicasaPy/FolderPropertiesDialog.qml	Enter the date as YYYY-MM-DD.	segedszoveg	"A dátummező beviteli formátum-súgója; a leltárakban talált legközelebbi hasonló szöveg (iCAcquireUI::AutoDate, ""Date Taken (YYYY-MM-DD)"") más vezérlőé (az Import-panel dátummező CÍMKÉJE, nem egy validációs hibaüzenet) — más szerepű pár, nem valódi találat; ez a mi saját beviteli-hint szövegünk."		
PicasaPy/FolderPropertiesDialog.qml	Place taken (optional):	elteres	Ugyanaz a mező; angol hivatalos szöveg nincs. Hivatalos magyar: „Felvétel készítésének helye (opcionális):” — nálunk: „A felvétel helye (nem kötelező):”.	album/labelgroup14.title	
PicasaPy/FolderPropertiesDialog.qml	Use music for Slideshow and Movie presentation:	elteres	Ugyanaz a jelölőnégyzet a mappa-tulajdonságokban; angol hivatalos szöveg nincs. Hivatalos magyar: „Zene használata diavetítéshez és mozgófilmes prezentációhoz:” — nálunk: „Zene használata a diavetítéshez és a mozgófilmhez:”.	album/usemusic.title	
PicasaPy/FolderStatePanel.qml	Select a folder on the left.	segedszoveg	Üres-állapot súgószöveg, ha nincs kiválasztott mappa; nincs megfelelője a forrásokban.		
PicasaPy/HelpDialog.qml	Back	segedszoveg	A súgó funkció megvan, de az eredeti online súgót nyit; beépített súgóablak és benne „Vissza” gomb nincs.		
PicasaPy/HelpDialog.qml	Contents	segedszoveg	A súgó funkció megvan, de az eredeti online súgót nyit; beépített súgóablak „Tartalom” eleme nincs.		
PicasaPy/HelpDialog.qml	Search in help	segedszoveg	A súgó funkció megvan, de az eredeti online súgót nyit; beépített súgóablak keresőmezője nincs.		
PicasaPy/HiddenPasswordDialog.qml	Enter a password to use for the hidden folders.	segedszoveg	Jelszo-bekero prompt (uj jelszo beallitasa); nincs talalhato eredeti megfelelo.		
PicasaPy/HiddenPasswordDialog.qml	Enter the password to show the hidden folders.	segedszoveg	Jelszo-bekero prompt (feloldas a megtekintesehez); nincs talalhato eredeti megfelelo.		
PicasaPy/HiddenPasswordDialog.qml	Hidden folders are locked	segedszoveg	Rejtett mappak zarolt allapotanak felirata; nincs talalhato eredeti megfelelo.		
PicasaPy/HiddenPasswordDialog.qml	Password for hidden folders	segedszoveg	Rejtett mappak jelszo-dialogusanak cime; a funkcio (Rejtett mappak jelszava) eredeti, de erre a konkret dialogus-szovegre nincs talalhato eredeti megfelelo egyik korpuszban sem.		
PicasaPy/HiddenPasswordDialog.qml	Remove the password	segedszoveg	Jelszo eltavolitasa gomb felirata; nincs talalhato eredeti megfelelo.		
PicasaPy/HiddenPasswordDialog.qml	Stronger protection (Picasa cannot open it)	segedszoveg	Erosebb vedelem opcio felirata; nincs talalhato eredeti megfelelo.		
PicasaPy/HiddenPasswordDialog.qml	This only hides the folders inside PicasaPy. The files 	segedszoveg	Sajat magyarazo szoveg a rejtes korlatairol (csak a PicasaPy-n belul rejt); nincs talalhato eredeti megfelelo.		
PicasaPy/HiddenPasswordDialog.qml	Type the password again	segedszoveg	Jelszo-ismetles mezo felirata; nincs talalhato eredeti megfelelo.		
PicasaPy/HistogramBox.qml	Histogram and camera information	segedszoveg	A hisztogram+EXIF panel hozzaferhetosegi neve; az eredeti thumbui/histogram elem ikon-csak, felirat/buborek nelkul.		
PicasaPy/ImportProgressPanel.qml	Importing	bizonytalan	A lebegő import-folyamatpanel címére nincs hivatalos forrás, és az is kérdéses, hogy az eredetiben van-e ilyen panel; a talált „Importálás” sztringek fülek/gombok, más helyzet.		
PicasaPy/ImportSourceDialog.qml	(none selected)	segedszoveg	(nincs kiválasztva) üres-állapot helykitöltő szöveg forrás-/célmappa mezőknél; saját segédszöveg.		
PicasaPy/ImportSourceDialog.qml	Browse...	elteres	SZÁNDÉKOS: a kódkomment szerint az eredeti legördülő „Choose…” tételét nálunk „a »Tallózás…« … a mellette álló gomb — így a szakaszhatár is látszik”. Hivatalos: „Kiválasztás...” → nálunk: „Tallózás…”.	Acquire::ChooseFolder	Choose...
PicasaPy/ImportSourceDialog.qml	Choose destination folder...	segedszoveg	A natív mappaválasztó (FolderDialog) ablakcíme cél-mappához; technikai UI-szöveg, nincs hozzá talált hivatalos forrás.		
PicasaPy/ImportSourceDialog.qml	Choose source folder...	segedszoveg	A natív mappaválasztó (FolderDialog) ablakcíme forrás-mappához; technikai UI-szöveg, nincs hozzá talált hivatalos forrás.		
PicasaPy/ImportSourceDialog.qml	Enter new folder title or choose existing folder to continue	elteres	A #441 az eredeti importálás célmappa-módjait követi; az eredeti felirata „Mappa nevének megadása”.	iCAcquireUI::SubFolder	Enter Folder Title
PicasaPy/ImportSourceDialog.qml	Exclude Duplicates	segedszoveg	"Duplikátumok kihagyása jelölőnégyzet RÖVID felirata; az ui-leltar.csv `acquirepanel/excludedupesbutton` bejegyzésében a ""felirat"" (látható címke) mező ÜRES, csak a buborék (""Exclude photos that are already imported into Picasa"") van kitöltve — vagyis az eredetiben ez ikon volt, látható szöveg nélkül; a rövid felirat a mi saját, ikont helyettesítő címkénk."		
PicasaPy/ImportSourceDialog.qml	Import from Source	segedszoveg	Az import funkció megvan, de az eredetiben nem külön ablak (a főablakba épülő importpanel), így ablakcím sincs; a menüparancs „&Importálás forrása...”.		
PicasaPy/ImportSourceDialog.qml	Import into folder with today's date	elteres	Az eredeti célmappa-mód felirata „%s (ma)” — a mai dátum a helyőrzőben.	iCAcquireUI::TodayDate	%s (Today)
PicasaPy/ImportSourceDialog.qml	Import into separate folders for each date taken	elteres	Az eredeti célmappa-mód felirata „Készítés dátuma (ÉÉÉÉ. HH. NN.)”.	iCAcquireUI::AutoDate	Date Taken (YYYY-MM-DD)
PicasaPy/ImportSourceDialog.qml	Import pictures and videos from another folder (e.g. a 	segedszoveg	"A párbeszéd saját magyarázó bevezető mondata (""Import pictures and videos from another folder...""); nincs hozzá talált hivatalos forrás — saját leíró szöveg."		
PicasaPy/ImportSourceDialog.qml	No pictures or videos found in this folder.	segedszoveg	Nincs kép vagy videó ebben a mappában üres-állapot üzenet; nincs hozzá talált hivatalos forrás — saját visszajelzés.		
PicasaPy/ImportSourceDialog.qml	Recent destinations	bizonytalan	Mint a „Recent sources”: a korábbi célok lenyílójának eredeti felirata nincs a mért forrásokban.		
PicasaPy/ImportSourceDialog.qml	Recent sources	bizonytalan	Az eredeti a „Choose…” mellett a korábbi importokat kínálta (LastImport…), de a lenyíló feliratának szövege nincs a mért forrásokban.		
PicasaPy/ImportSourceDialog.qml	bytes	segedszoveg	"Az átviteli sebesség mértékegysége (fallback ""bytes"" a formatSpeed függvényben); technikai segédszöveg, nincs hozzá talált hivatalos forrás."		
PicasaPy/InitialScanDialog.qml	Choose this option for a more complete search of your computer, which includes extended picture information.  It will preserve your existing edits and organization, but it will not preserve keywords.  This search may take several minutes.	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (initialscan panel).		
PicasaPy/InitialScanDialog.qml	Choose this option if you have pictures stored in various folders across your computer, especially if you have pictures stored on more than one hard drive.	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (initialscan panel).		
PicasaPy/InitialScanDialog.qml	Choose this option if you only store your pictures in these folders.	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (initialscan panel).		
PicasaPy/InitialScanDialog.qml	Choose this option if you use keywords or custom albums in Picasa 1, and you want to preserve these in Picasa 3.	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (initialscan panel).		
PicasaPy/InitialScanDialog.qml	Only search Documents, Pictures, and the Desktop	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal; az angolban csak a Windows-mappanév („My Documents”) tér el.	CInitialScanDialog::OnlySearchWin	Only search My Documents, My Pictures, and the Desktop
PicasaPy/InitialScanDialog.qml	Picasa is ready to search for pictures on your computer	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (initialscan panel).		
PicasaPy/InitialScanDialog.qml	Search my computer for pictures again	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (initialscan panel).		
PicasaPy/InitialScanDialog.qml	Search my whole computer for pictures	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (initialscan panel).		
PicasaPy/InitialScanDialog.qml	Searching for pictures never moves or copies files to new locations. You can choose which folders are displayed by Picasa by using the Folder Manager tool (available from the Tools menu)	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (initialscan panel).		
PicasaPy/InitialScanDialog.qml	There is an older version of Picasa installed.  Would you like to update your existing picture library, or search your computer for pictures again?	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (initialscan panel).		
PicasaPy/InitialScanDialog.qml	Update my existing picture library	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (initialscan panel).		
PicasaPy/LightboxFeed.qml	No photos found	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („A program nem talált fotókat”).	thumbui/lightbox_bgtext	
PicasaPy/LightboxHeader.qml	Lower the recognition threshold to get more suggestions	segedszoveg	A gomb megvan, de a buboréksúgója az eredetiben ki van kommentezve (faceheaderpaneltext.tre: „#Tooltip faceheaderpanel/moresug / #Lowers matching threshold”), tehát nem jelenik meg.		
PicasaPy/LightboxHeader.qml	Remove all suggestions	elteres	SZÁNDÉKOS: kijelölt javaslat nélkül a gomb nálunk az összesre hat, és a súgó ezt mondja; kijelölt javaslatnál a mért „Remove selected suggestions” áll (#2187). Hivatalos magyar: „Kijelölt javaslatok törlése” — nálunk: „Az összes javaslat törlése”.	faceheaderpanel/removesel	Remove selected suggestions
PicasaPy/MainToolbar.qml	Kiadások megtekintése a GitHubon	sajat-funkcio	GitHub Kiadasok linkjenek buboreksugoja - kifejezetten PicasaPy-specifikus funkcio, az eredetiben nincs ilyen.		
PicasaPy/MainToolbar.qml	Search	segedszoveg	A kereses-mezo helyettesito szovege; nincs talalhato eredeti megfelelo (az eredeti searchoptions/search elem szoveg nelkuli).		
PicasaPy/MainToolbar.qml	Show duplicate files only	sajat-funkcio	A keresosav NEGYEDIK szuro-ikonja (masodpeldany-szuro): a docs/decisions/vedett-sajat-funkciok.md szerint (#839) ez a mi sajat hozzaadasunk - az eredetiben ezen a helyen a 'webview' szuro all.		
PicasaPy/MoveDatabaseDialog.qml	(none selected)	segedszoveg	(nincs kiválasztva) üres-állapot helykitöltő szöveg; ugyanaz a saját segédszöveg-minta, mint az ImportSourceDialog azonos feliratánál.		
PicasaPy/MoveDatabaseDialog.qml	Browse...	mero-vakfolt	A magyar szövegünk egyezik a move_database/changeloc.title hivatalos magyarjával (csak …/... különbség).	move_database/changeloc.title	
PicasaPy/MoveDatabaseDialog.qml	Cancel the move	segedszoveg	Az ütemezett áthelyezés visszavonása gomb; az eredetiben csak Mégse (bezárás) van, ütemezés-visszavonás nincs.		
PicasaPy/MoveDatabaseDialog.qml	Current database location:	elteres	Ugyanaz a mezőcímke; angol hivatalos szöveg nincs. Hivatalos magyar: „Adatbázis aktuális helye:” — nálunk: „Az adatbázis jelenlegi helye:”.	move_database/labelgroup6.title	
PicasaPy/MoveDatabaseDialog.qml	Move Database	mero-vakfolt	A magyar szövegünk betűre egyezik a move_database/window1.title hivatalos magyarjával.	move_database/window1.title	
PicasaPy/MoveDatabaseDialog.qml	Move on next restart	mero-vakfolt	A magyar szövegünk betűre egyezik a move_database/move.title hivatalos magyarjával.	move_database/move.title	
PicasaPy/MoveDatabaseDialog.qml	Move the photo index and thumbnail cache to a new folder. 	elteres	SZÁNDÉKOS: a kód kommentje: „a FEN két figyelmeztető labelje helyett, átfogalmazva — nálunk a NAS/hálózati hely a NORMÁL eset”. Hivatalos magyar: „A módosítások érvénybe léptetéséhez újra kell indítania a Picasa szolgáltatást.” — nálunk: „A fotóindex és a bélyegkép-gyorsítótár áthelyezése új mappába. A PicasaPy a következő indításkor költözteti át őket.”.	move_database/label3.title	
PicasaPy/MoveDatabaseDialog.qml	Network drives (e.g. a NAS) are fully supported and are 	elteres	SZÁNDÉKOS: a kód kommentje: „a FEN két figyelmeztető labelje helyett, átfogalmazva — nálunk a NAS/hálózati hely a NORMÁL eset”; az eredeti épp a hálózati helyet tiltja. Hivatalos magyar: „Megjegyzés: E kísérleti funkció kipróbálása előtt ajánlatos biztonsági másolatot készíteni az adatbázisról. SOHA ne helyezze át az adatbázist hálózatra, illetve cserélhető vagy külső meghajtóra, mert úgy adatokat veszíthet.” — nálunk: „A hálózati meghajtók (pl. NAS) teljes körűen támogatottak — a PicasaPy-nál ez a szokásos elrendezés; ügyeljen rá, hogy a meghajtó a program futása alatt elérhető maradjon.”.	move_database/label5.title	
PicasaPy/MoveDatabaseDialog.qml	New database location:	elteres	Ugyanaz a mezőcímke; angol hivatalos szöveg nincs. Hivatalos magyar: „Adatbázis új helye:” — nálunk: „Az adatbázis új helye:”.	move_database/labelgroup9.title	
PicasaPy/MoveDatabaseDialog.qml	PicasaPy will move the database the next time it starts.	segedszoveg	Az ütemezés utáni visszajelző szöveg; az eredeti ablakleltárában (move_database/*) nincs ilyen állapotüzenet.		
PicasaPy/NewCollectionDialog.qml	Collection name:	elteres	Ugyanaz a mező (új gyűjtemény neve), más fogalmazás. Hivatalos magyar: „Gyűjteménynév megadása:” — nálunk: „Gyűjtemény neve:”.	IDS_NEW_COLLECTION_PROMPT	Enter Collection Name:
PicasaPy/OptionsDialog.qml	Name Tags	mero-vakfolt	A magyar szövegünk betűre egyezik az options/tab169.title hivatalos magyarjával.	options/tab169.title	
PicasaPy/OptionsDialog.qml	Network	mero-vakfolt	A magyar szövegünk betűre egyezik az options/tab128.title hivatalos magyarjával.	options/tab128.title	
PicasaPy/OptionsDialog.qml	Printing	mero-vakfolt	A magyar szövegünk betűre egyezik az options/tab106.title hivatalos magyarjával.	options/tab106.title	
PicasaPy/OptionsTabEmail.qml	First frame	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („Első képkocka”).	options/radio55.title	
PicasaPy/OptionsTabEmail.qml	Full movie	elteres	Ugyanaz a rádiógomb (Beállítások ▸ E-mail). Hivatalos: „Teljes mozgófilm” → nálunk: „Teljes film”.	options/radio56.title	Full film (enUK)
PicasaPy/OptionsTabEmail.qml	Let me choose each time I send a picture	elteres	Ugyanaz a rádiógomb (Beállítások ▸ E-mail). Hivatalos: „Minden képküldésnél kiválasztom” → nálunk: „Minden képküldésnél választhassak”.	options/radio40.title	Let me choose each time I send pictures (enUK)
PicasaPy/OptionsTabEmail.qml	Mail program:	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („Levelezőprogram:”).	options/labelgroup38.title	
PicasaPy/OptionsTabEmail.qml	Multiple photo size	mero-vakfolt	A mi magyarunk a hivatalossal egyezik, csak a záró kettőspont hiányzik („Több kép mérete:”).	options/labelgroup43.title	
PicasaPy/OptionsTabEmail.qml	Send embedded pictures and captions (Outlook only)	elteres	Ugyanaz a jelölőnégyzet (Beállítások ▸ E-mail). Hivatalos: „Szövegközi fotók és képfeliratok küldése (csak Outlookban)” → nálunk: „Beágyazott képek és képfeliratok küldése (csak Outlook)”.	options/UseHTMLMailer.title	Send inline photos and captions (Outlook only) (enUK)
PicasaPy/OptionsTabEmail.qml	Send movies as:	elteres	Ugyanaz a csoportcímke (Beállítások ▸ E-mail). Hivatalos: „Mozgófilmek küldése másként:” → nálunk: „Filmek küldése mint:”.	options/labelgroup53.title	Send videos as: (enUK)
PicasaPy/OptionsTabEmail.qml	Single picture size:	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („Egyedülálló képek mérete:”).	options/labelgroup48.title	
PicasaPy/OptionsTabEmail.qml	Use my Google Account	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („A Google Fiók használata”).	options/radio42.title	
PicasaPy/OptionsTabEmail.qml	Use this computer's default email program	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal.	options/defaultmail.title	
PicasaPy/OptionsTabFileTypes.qml	In addition to JPEG, also show these file types:	elteres	Ugyanaz a bevezető címke (Beállítások ▸ Fájltípusok). Hivatalos: „Megjelenítés: JPEG-fájlok és” → nálunk: „A JPEG mellett a következő fájltípusok megjelenítése:”.	options/label61.title	Display JPEG files and: (enUK)
PicasaPy/OptionsTabFileTypes.qml	RAW	elteres	Ugyanaz a jelölőnégyzet (Beállítások ▸ Fájltípusok). Hivatalos: „RAW formátumok” → nálunk: „RAW”.	options/SupportRAW.title	
PicasaPy/OptionsTabFileTypes.qml	Supported Formats	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („Támogatott formátumok”).	options/link75.title	
PicasaPy/OptionsTabGeneral.qml	Automatic updates:	mero-vakfolt	A magyar szövegünk betűre egyezik az options/labelgroup20.title hivatalos magyarjával.	options/labelgroup20.title	
PicasaPy/OptionsTabGeneral.qml	Browse...	mero-vakfolt	A magyar szövegünk egyezik az options/importdest.title hivatalos magyarjával (csak …/... különbség).	options/importdest.title	
PicasaPy/OptionsTabGeneral.qml	Clear Cache...	segedszoveg	Az eredeti disposepreviews egy jelölőnégyzet; a kód kommentje szerint ez a gomb annak „megfelelője”, de más vezérlő, más szöveggel.		
PicasaPy/OptionsTabGeneral.qml	Delete from disk without confirmation	mero-vakfolt	A magyar szövegünk betűre egyezik az options/DoNotConfirmDeleteFromDisk.title hivatalos magyarjával.	options/DoNotConfirmDeleteFromDisk.title	
PicasaPy/OptionsTabGeneral.qml	Detect duplicates on import	elteres	SZÁNDÉKOS: a kód kommentje: „a fen teljes szövegkiírása nincs a lapon — a feliratot ezért NEM írjuk át egyetlen idézet alapján”; a hivatalos magyar azóta megvan. Hivatalos magyar: „Másodpéldányok észlelése az importálás során” — nálunk: „Duplikátumok észlelése importáláskor”.	options/autoexclude.title	
PicasaPy/OptionsTabGeneral.qml	Empty	segedszoveg	A fenti saját megerősítő kérdés Igen gombjának felirata.		
PicasaPy/OptionsTabGeneral.qml	Empty the thumbnail cache? The thumbnails are 	segedszoveg	Saját megerősítő kérdés a gyorsítótár-ürítés gombjához; nincs megfelelője a forrásokban.		
PicasaPy/OptionsTabGeneral.qml	English	elteres	A nyelvlistán az eredeti saját nyelvű neveket mutat („English (US)”, „English (UK)”, magyar fordítás nélkül); nálunk „Angol”. Hivatalos magyar: „English (US)” — nálunk: „Angol”.	Lang::enUS	English (US)
PicasaPy/OptionsTabGeneral.qml	Files:	mero-vakfolt	A magyar szövegünk betűre egyezik az options/labelgroup10.title hivatalos magyarjával.	options/labelgroup10.title	
PicasaPy/OptionsTabGeneral.qml	Help improve PicasaPy:	elteres	Ugyanaz a csoportcímke; angol hivatalos szöveg nincs. Hivatalos magyar: „Részvétel a Picasa fejlesztésében:” — nálunk: „Segítsen jobbá tenni a PicasaPy-t:”.	options/labelgroup16.title	
PicasaPy/OptionsTabGeneral.qml	Import destination folder:	elteres	Ugyanaz a csoportcímke; angol hivatalos szöveg nincs. Hivatalos magyar: „Importált képek mentési helye:” — nálunk: „Importálás célmappája:”.	options/labelgroup34.title	
